Lead_ID,F2,F3,F4,F5,F7,F8,F9,F10,F11,F12,F13,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,F100,F101,F102,F103,F104,F105,F106,F107,F108,F109,F110,F111,F112,F113,F114,F115,F117,Label
198288371,,2024-09-27 8:55,,144,25517,2,5,1177,0,0,0,0,,,5,2,,,,1290,993,5.72,0,,65.63649448,69.29895246,0,90,4,0.52,0,0,,65.63649448,69.29895246,2,120,4,0.52,0,0,,65.63649448,69.29895246,2,90,4,0.52,0,0,,2,7,1.4,22.95,,,,,,,,,,4,9,9,4,8,9,,,,,2,17,12,2,17,12,5,3,10,,,,,5,3,10,2,17,12,2,17,12,2,17,12,2,17,12,,,,,,,,,81423,,0,0
198289049,1989-04-06 0:00:00,2024-09-26 23:25,2,5,981,3,55,1178,0,64.17910448,64.17910448,0,49,49,54,54,1,1,,20610,16885,82.42,0,22,57.21816371,55.36723164,0,0,1,0,0,0,22,57.21816371,55.36723164,1,390,7,1.56,0,0,22,57.21816371,55.36723164,1,210,7,0.78,0,0,22,1,0,0,0.1119444444,,,,,,,,,,4,9,9,4,4,9,,,,,3,2,5,3,2,5,4,10,9,,,,,4,7,9,3,2,5,3,2,5,3,2,5,3,2,5,,,,,,,,,66739,,0,1
198289069,2001-08-07 0:00:00,2024-09-26 23:42,1,47,25517,4,18,1179,0,56.30252101,0,0,12,,17,11,1,,,5730,5034,24.44,0,34,58.88871426,62.4516671,0,180,4,0.26,0,0,,58.82096664,59.83003815,3,90,7,0.52,0,0,,58.81331861,62.97772771,2,180,4,0.26,0,0,,3,18,1,2.563055556,,,,,,,,,,4,9,9,4,8,9,,,,,5,14,7,5,14,7,2,3,10,,,,,2,3,10,3,4,7,3,4,7,3,4,7,3,4,7,,,,,,,,,81023,,0,0
198289075,,2024-09-26 23:47,,6,25512,2,3,1180,0,0,0,0,,,,,3,,,0,0,0,0,30,47.33764684,52.38157382,0,0,1,0,0,0,,43.80171711,50.62240664,2,0,1,0,0,0,30,54.40950631,55.89990817,2,,,,,,,,0,0,3.169166667,,,,,,,,,,4,9,9,4,7,9,,,,,1,9,3,1,9,3,4,13,9,,,,,,,,0,6,4,0,6,4,,,,,,,,,,,,,,,78700,,0,0
198289534,,2024-09-27 8:57,,6,25516,2,3,1181,0,0,0,0,,,2,2,1,,,270,196,1.04,0,30,50.87357657,54.14074099,0,150,7,0.52,0,0,30,54.40950631,55.89990817,2,0,1,0,0,0,,43.80171711,50.62240664,2,150,7,0.52,0,0,30,2,0,0,1.926111111,,,,,,,,,,4,9,9,4,7,9,,,,,0,6,4,0,6,4,4,11,9,,,,,4,11,9,1,9,3,1,9,3,1,9,3,1,9,3,,,,,,,,,78376,,0,0
198289607,,2024-09-26 23:29,,145,25517,2,3,1182,0,0,0,0,,,3,3,,,,300,146,1.04,0,34,58.15915199,61.06125291,0,90,4,0.26,0,0,,54.1824635,57.28034772,2,120,7,0.52,0,0,34,60.14749623,62.9517055,2,90,4,0.26,0,0,,2,0,0,2.126944444,,,,,,,,,,4,9,9,4,4,9,,,,,3,5,11,3,5,11,4,8,9,,,,,4,8,9,4,7,3,4,7,3,4,7,3,4,7,3,,,,,,,,,67016,,0,0
198292559,2003-06-27 0:00:00,2024-09-26 23:09,1,5,30817,14,6,1183,0,0,0,0,,,1,1,5,,,90,73,0.52,0,35,53.56765885,55.13244788,0,0,1,0,0,0,,51.051736,55.25138194,2,0,1,0,0,0,,62.79452055,56.20915033,2,90,7,0.52,0,0,,2,5,0.8333333333,1.216111111,,,,,,,,,,4,9,9,4,4,9,,,,,4,7,4,4,7,4,2,10,10,,,,,2,4,10,4,11,9,4,11,9,4,11,9,4,11,9,,,,,,,,,66924,,0,1
198292613,,2024-09-26 22:53,,5,25516,2,4,1184,0,0,0,0,,,2,1,2,,1,270,204,1.04,0,30,49.10561171,53.26115741,0,180,3,0.78,0,0,30,54.40950631,55.89990817,2,90,7,0.26,0,0,,43.80171711,50.62240664,2,180,3,0.78,0,0,30,2,2,0.5,16.59611111,,,,,,,,,,4,9,9,4,7,9,,,,,0,6,4,0,6,4,6,9,9,,,,,6,9,9,1,9,3,1,9,3,1,9,3,1,9,3,,,,,,,,,77428,,0,0
198292614,2001-01-01 0:00:00,2024-09-26 22:11,1,5,981,3,3,1185,0,0,0,0,,,2,,1,1,,2400,2354,10.4,0,36,50.85121174,50.38706424,0,2280,2,9.88,0,0,36,54.00057493,52.94378043,2,0,1,0,0,0,,44.55248536,45.27363184,1,2280,2,9.88,0,0,36,2,1,0.3333333333,14.72138889,,,,,,,,,,4,9,9,4,4,9,,,,,3,9,1,3,9,1,5,9,9,,,,,5,9,9,1,13,3,1,13,3,1,13,3,1,13,3,,,,,,,,,66774,,0,1
198292617,,2024-09-26 22:08,,7,25512,1,4,1186,0,0,0,0,,,2,2,2,,,570,482,2.86,0,27.5,57.44318364,61.58901611,0,0,1,0,0,0,30,59.33305449,62.67523364,2,0,1,0,0,0,25,62.07475308,69.12013536,2,150,7,0.78,0,0,,2,2,0.5,23.82,,,,,,,,,,4,9,9,4,4,9,,,,,0,12,3,0,12,3,0,3,9,,,,,4,14,9,5,10,6,5,10,6,4,7,3,4,7,3,,,,,,,,,66739,,0,0
198292626,,2024-09-26 19:34,,2,25511,1,1,1187,0,0,0,0,,,1,1,,,1,120,87,0.52,0,,43.80171711,50.62240664,0,120,3,0.52,0,0,,43.80171711,50.62240664,2,120,3,0.52,0,0,,43.80171711,50.62240664,2,120,3,0.52,0,0,,2,0,0,,,,,,,,,,,4,9,9,4,7,9,,,,,0,6,4,0,6,4,4,7,9,,,,,4,7,9,0,6,4,0,6,4,0,6,4,0,6,4,,,,,,,,,77179,,0,0
198292640,,2024-09-26 22:00,,6,25517,2,3,1188,0,0,0,0,,,2,1,1,,,210,80,0.78,0,,55.72608187,59.17947438,0,120,4,0.52,0,0,,54.1824635,57.28034772,2,0,1,0,0,0,,58.81331861,62.97772771,2,120,4,0.52,0,0,,2,11,3.666666667,12.02916667,,,,,,,,,,4,9,9,4,4,9,,,,,5,14,7,5,14,7,1,4,10,,,,,1,4,10,4,7,3,4,7,3,4,7,3,4,7,3,,,,,,,,,66723,,0,0
198292785,,2024-09-26 22:23,,128,25517,2,3,1189,0,0,0,0,,,1,1,2,,,90,13,0.26,0,36,60.77571426,63.39008554,0,90,4,0.26,0,0,,57.27544209,61.59836066,2,0,1,0,0,0,36,69.30823915,70.6946157,2,90,4,0.26,0,0,,2,0,0,3.050555556,,,,,,,,,,4,9,9,4,7,9,,,,,0,9,11,0,9,11,4,13,9,,,,,4,13,9,3,9,12,3,9,12,3,9,12,3,9,12,,,,,,,,,79221,,0,0
198292800,,2024-09-26 22:18,,93,25517,1,3,1190,0,0,0,0,,,3,2,,,,450,184,1.3,0,30,59.15980919,62.776065,0,120,4,0.26,0,0,30,59.33305449,62.67523364,2,120,4,0.26,0,0,,58.81331861,62.97772771,2,120,4,0.26,0,0,30,2,10,3.333333333,4.650555556,,,,,,,,,,4,9,9,4,4,9,,,,,5,14,7,5,14,7,0,13,10,,,,,0,13,10,5,10,6,5,10,6,5,10,6,5,10,6,,,,,,,,,66752,,0,0
198292805,,2024-09-26 22:31,,6,25512,2,4,1191,0,0,0,0,,,1,1,3,,,90,54,0.26,0,30,54.40950631,55.89990817,0,0,1,0,0,0,30,54.40950631,55.89990817,2,90,4,0.26,0,0,30,54.40950631,55.89990817,2,90,4,0.26,0,0,30,2,8,2,18.44666667,,,,,,,,,,4,9,9,4,7,9,,,,,1,9,3,1,9,3,5,14,10,,,,,4,7,9,1,9,3,1,9,3,1,9,3,1,9,3,,,,,,,,,76579,,0,0
198293101,,2024-09-27 9:01,,146,25517,1,5,1192,0,0,0,0,,,3,3,2,,1,450,292,1.56,0,30,52.28794847,54.84440787,0,150,3,0.52,0,0,30,54.40950631,55.89990817,2,0,1,0,0,0,,43.80171711,50.62240664,2,150,3,0.52,0,0,30,2,5,1,11.68277778,,,,,,,,,,4,9,9,4,7,9,,,,,0,6,4,0,6,4,3,5,10,,,,,3,5,10,1,9,3,1,9,3,1,9,3,1,9,3,,,,,,,,,76400,,0,0
198293103,,2024-09-27 9:03,,6,25516,2,3,1193,0,0,0,0,,,2,,1,,,300,202,1.04,0,22,50.94079502,51.96408181,0,150,7,0.52,0,0,,51.051736,55.25138194,2,0,1,0,0,0,,44.55248536,45.27363184,1,150,7,0.52,0,0,,2,1,0.3333333333,17.19361111,,,,,,,,,,4,9,9,4,4,9,,,,,3,9,1,3,9,1,5,14,9,,,,,5,14,9,4,11,9,4,11,9,4,11,9,4,11,9,,,,,,,,,66759,,0,0
198293253,,2024-09-26 0:06,,6,25517,2,6,1194,0,0,0,0,,,1,1,5,,,300,198,1.04,0,30,49.36434003,35.50743827,0,300,4,1.04,0,0,30,54.40950631,55.89990817,2,0,1,0,0,0,,43.80171711,50.62240664,2,300,4,1.04,0,0,30,2,4,0.6666666667,20.63416667,,,,,,,,,,4,9,9,4,6,9,,,,,0,6,4,0,6,4,1,14,10,,,,,1,14,10,1,9,3,1,9,3,1,9,3,1,9,3,,,,,,,,,76229,,0,0
198293258,,2024-09-26 0:17,,2,25516,2,3,1195,0,0,0,0,,,2,2,1,,,330,213,1.04,0,32,54.67767869,56.966857,0,120,7,0.26,0,0,30,59.33305449,62.67523364,2,210,7,0.78,0,0,34,60.14749623,62.9517055,2,120,7,0.26,0,0,30,2,0,0,3.868611111,,,,,,,,,,4,9,9,4,4,9,,,,,3,5,11,3,5,11,4,12,9,,,,,4,12,9,5,10,6,5,10,6,5,10,6,5,10,6,,,,,,,,,66892,,0,0
198293261,,2024-09-26 0:11,,6,25516,2,4,1196,0,0,0,0,,,1,,3,,,390,298,1.82,0,30.5,63.93650082,67.38831599,0,390,7,1.82,0,0,25,62.07475308,69.12013536,2,0,1,0,0,0,36,69.30823915,70.6946157,2,390,7,1.82,0,0,25,2,0,0,7.276944444,,,,,,,,,,4,9,9,4,7,9,,,,,0,9,11,0,9,11,5,5,9,,,,,5,5,9,0,12,3,0,12,3,0,12,3,0,12,3,,,,,,,,,78933,,0,0
198293262,,2024-09-26 0:05,,6,25517,2,2,1197,0,0,0,0,,,2,2,,,,300,100,0.78,0,25,56.56324454,62.18575865,0,150,4,0.26,0,0,,51.051736,55.25138194,2,150,4,0.52,0,0,25,62.07475308,69.12013536,2,150,4,0.26,0,0,,2,5,2.5,0.6733333333,,,,,,,,,,4,9,9,4,4,9,,,,,0,12,3,0,12,3,2,5,10,,,,,2,5,10,4,11,9,4,11,9,4,11,9,4,11,9,,,,,,,,,66860,,0,0
198293268,,2024-09-26 1:09,,6,25516,2,2,1198,0,0,0,0,,,1,1,1,,,120,63,0.52,0,36,61.65440704,61.81919807,0,120,7,0.52,0,0,36,54.00057493,52.94378043,2,0,1,0,0,0,36,69.30823915,70.6946157,2,120,7,0.52,0,0,36,2,0,0,3.0475,,,,,,,,,,4,9,9,4,4,9,,,,,0,9,11,0,9,11,4,7,9,,,,,4,7,9,1,13,3,1,13,3,1,13,3,1,13,3,,,,,,,,,66850,,0,0
198293271,,2024-09-26 1:12,,93,25517,2,2,1199,0,0,0,0,,,2,2,,,,210,29,0.52,0,,58.72651656,60.43956044,0,90,4,0.26,0,0,,58.72651656,60.43956044,2,120,4,0.26,0,0,,58.72651656,60.43956044,2,90,4,0.26,0,0,,2,11,5.5,21.92055556,,,,,,,,,,4,9,9,4,7,9,,,,,3,13,12,3,13,12,2,5,10,,,,,2,5,10,3,13,12,3,13,12,3,13,12,3,13,12,,,,,,,,,78803,,0,0
198293397,,2024-09-27 6:42,,2,25512,1,6,1200,0,0,0,0,,,1,1,5,,,210,167,0.78,0,36,61.35889353,63.1093457,0,0,1,0,0,0,,55.74346153,57.87728027,3,210,7,0.78,0,0,36,69.30823915,70.6946157,2,210,7,0.78,0,0,36,2,12,2,13.85444444,,,,,,,,,,4,9,9,4,7,9,,,,,0,9,11,0,9,11,3,4,10,,,,,4,7,9,5,12,7,5,12,7,0,9,11,0,9,11,,,,,,,,,78663,,0,0
198293414,,2024-09-27 7:16,,2,25511,2,2,1201,0,0,0,0,,,1,1,1,,1,90,48,0.26,0,34,52.34999079,54.11266867,0,90,3,0.26,0,0,,44.55248536,45.27363184,1,0,1,0,0,0,34,60.14749623,62.9517055,2,90,3,0.26,0,0,,1,0,0,7.888333333,,,,,,,,,,4,9,9,4,4,9,,,,,3,5,11,3,5,11,4,12,9,,,,,4,12,9,3,9,1,3,9,1,3,9,1,3,9,1,,,,,,,,,66731,,0,0
198297626,,2024-09-26 9:03,,5,1655,2,3,1202,0,0,0,0,,,3,3,,,,300,204,1.3,0,36,64.78664661,66.42217056,0,60,4,0.26,0,0,,55.74346153,57.87728027,3,90,7,0.52,0,0,36,69.30823915,70.6946157,2,60,4,0.26,0,0,,3,13,4.333333333,23.32055556,,,,,,,,,,4,10,9,4,7,9,,,,,0,9,11,0,9,11,4,6,10,,,,,4,6,10,5,12,7,5,12,7,5,12,7,5,12,7,,,,,,,,,77935,,0,0
198297627,,2024-09-26 7:25,,6,25512,2,6,1203,0,0,0,0,,,4,3,2,,,600,418,2.86,0,36,57.33742182,55.40270783,0,0,1,0,0,0,36,54.00057493,52.94378043,2,150,7,0.78,0,0,,60.67426872,57.86163522,1,180,7,0.78,0,0,36,2,10,1.666666667,0.5113888889,,,,,,,,,,4,10,9,4,4,9,,,,,1,18,1,1,18,1,0,7,10,,,,,6,8,10,1,13,3,1,13,3,1,13,3,1,13,3,,,,,,,,,66741,,0,0
198297628,,2024-09-26 9:03,,2,25517,2,2,1204,0,0,0,0,,,2,2,,,,210,39,0.78,0,,61.01558088,57.37185243,0,90,4,0.26,0,0,,62.79452055,56.20915033,2,120,4,0.52,0,0,,59.23664122,58.53455454,3,90,4,0.26,0,0,,2,6,3,21.96861111,,,,,,,,,,4,10,9,4,7,9,,,,,2,16,7,2,16,7,4,5,10,,,,,4,5,10,4,7,4,4,7,4,4,7,4,4,7,4,,,,,,,,,77934,,0,0
198298851,,2024-09-27 9:40,,2,25516,2,11,1205,0,0,0,0,,,7,5,4,,,720,347,2.6,0,25,59.99901846,63.36753967,0,120,7,0.52,0,0,25,62.07475308,69.12013536,2,90,7,0.26,0,0,,58.72651656,60.43956044,2,120,7,0.52,0,0,25,2,11,1,3.095555556,,,,,,,,,,4,10,9,4,7,9,,,,,3,13,12,3,13,12,1,14,10,,,,,1,14,10,0,12,3,0,12,3,0,12,3,0,12,3,,,,,,,,,76654,,0,0
198299664,,2024-09-27 9:52,,2,25517,2,4,1206,0,0,0,0,,,4,3,,,,390,181,1.3,0,31.25,57.31823114,59.89418609,0,60,4,0.26,0,0,35,51.27376108,51.55104343,2,150,7,0.52,0,0,30,59.33305449,62.67523364,2,60,4,0.26,0,0,35,2,11,2.75,16.2625,,,,,,,,,,4,10,9,4,4,9,,,,,5,10,6,5,10,6,1,5,10,,,,,1,5,10,0,9,6,0,9,6,0,9,6,0,9,6,,,,,,,,,66722,,0,0
198300078,2004-05-05 0:00:00,2024-09-26 14:05,3,33,25512,2,6,1207,0,0,0,0,,,3,1,3,,,330,144,1.56,0,33,59.21809208,60.76797958,0,0,1,0,0,0,30,59.33305449,62.67523364,2,150,4,0.52,0,0,36,69.30823915,70.6946157,2,90,7,0.26,0,0,30,2,9,1.5,20.82805556,,,,,,,,,,4,10,9,4,5,9,,,,,0,9,11,0,9,11,6,13,10,,,,,6,12,10,5,10,6,5,10,6,5,10,6,5,10,6,,,,,,,,,66892,,0,0
198300082,,2024-09-26 14:02,,2,25516,1,4,1208,0,0,0,0,,,3,1,1,,1,1020,878,3.9,0,,60.49932407,63.13656969,0,750,3,3.12,0,0,,65.63649448,69.29895246,2,0,1,0,0,0,,58.72651656,60.43956044,2,750,3,3.12,0,0,,2,1,0.25,15.30527778,,,,,,,,,,4,10,9,4,7,9,,,,,3,13,12,3,13,12,6,5,9,,,,,6,5,9,2,17,12,2,17,12,2,17,12,2,17,12,,,,,,,,,75397,,0,0
198300142,,2024-09-26 12:24,,2,25517,1,4,1209,0,0,0,0,,,2,2,2,,,180,81,1.04,0,34.66666667,62.08243705,64.25939679,0,60,4,0.52,0,0,34,60.14749623,62.9517055,2,0,1,0,0,0,36,69.30823915,70.6946157,2,60,4,0.52,0,0,34,2,5,1.25,22.83944444,,,,,,,,,,4,10,9,4,7,9,,,,,0,9,11,0,9,11,3,3,10,,,,,3,3,10,3,5,11,3,5,11,3,5,11,3,5,11,,,,,,,,,75326,,0,0
198302417,,2024-09-27 9:59,,2,286,7,2,1210,0,0,0,0,,,1,1,1,,1,420,377,1.82,0,25,59.67509759,65.35924801,0,420,3,1.82,0,0,25,62.07475308,69.12013536,2,0,1,0,0,0,,57.27544209,61.59836066,2,420,3,1.82,0,0,25,2,0,0,0.3261111111,,,,,,,,,,4,10,9,4,5,9,,,,,3,9,12,3,9,12,4,5,9,,,,,4,5,9,0,12,3,0,12,3,0,12,3,0,12,3,,,,,,,,,66780,,0,0
198303938,,2024-09-27 10:16,,6,25517,2,2,1211,0,0,0,0,,,2,1,,,,210,70,0.78,0,,65.63649448,69.29895246,0,90,4,0.26,0,0,,65.63649448,69.29895246,2,120,4,0.52,0,0,,65.63649448,69.29895246,2,90,4,0.26,0,0,,2,8,4,21.0725,,,,,,,,,,4,10,9,4,7,9,,,,,2,17,12,2,17,12,6,4,10,,,,,6,4,10,2,17,12,2,17,12,2,17,12,2,17,12,,,,,,,,,73889,,0,0
198304205,2005-03-20 0:00:00,2024-09-27 10:18,1,5,30817,3,6,1212,0,0,0,0,,,1,1,5,,1,690,536,2.34,0,22,57.66230745,56.83838634,0,0,1,0,0,0,,60.67426872,57.86163522,1,0,1,0,0,0,,65.63649448,69.29895246,2,690,3,2.34,0,0,,1,0,0,1.723611111,,,,,,,,,,4,10,9,4,5,9,,,,,2,17,12,2,17,12,4,14,9,,,,,4,13,9,1,18,1,1,18,1,1,18,1,1,18,1,,,,,,,,,66725,,0,1
198304753,,2024-09-27 9:28,,142,25511,1,3,1213,0,0,0,0,,,1,1,2,,1,270,222,1.3,0,30,57.0196864,58.5960836,0,270,3,1.3,0,0,,60.67426872,57.86163522,1,0,1,0,0,0,30,59.33305449,62.67523364,2,270,3,1.3,0,0,,1,0,0,3.358611111,,,,,,,,,,4,11,9,4,5,9,,,,,5,10,6,5,10,6,4,12,9,,,,,4,12,9,1,18,1,1,18,1,1,18,1,1,18,1,,,,,,,,,66731,,0,0
198306509,,2024-09-27 10:36,,6,25517,2,4,1214,0,0,0,0,,,2,1,2,,,270,192,1.3,0,30,49.10561171,53.26115741,0,180,4,0.78,0,0,30,54.40950631,55.89990817,2,0,1,0,0,0,30,54.40950631,55.89990817,2,180,4,0.78,0,0,30,2,9,2.25,0.3569444444,,,,,,,,,,4,11,9,4,5,9,,,,,1,9,3,1,9,3,6,6,10,,,,,6,6,10,1,9,3,1,9,3,1,9,3,1,9,3,,,,,,,,,66989,,0,0
198307279,,2024-09-27 10:43,,6,25512,2,4,1215,0,0,0,0,,,,,4,,,0,0,0,0,34,63.55375144,64.43969019,0,0,1,0,0,0,,65.63649448,69.29895246,2,0,1,0,0,0,34,60.14749623,62.9517055,2,,,,,,,,0,0,2.346388889,,,,,,,,,,4,11,9,4,6,9,,,,,3,5,11,3,5,11,4,13,9,,,,,,,,2,17,12,2,17,12,,,,,,,,,,,,,,,69763,,0,0
198308024,,2024-09-27 10:49,,2,25517,2,6,1216,0,0,0,0,,,3,3,3,,,300,109,1.56,0,36,60.70117051,61.3380621,0,150,4,0.26,0,0,,62.79452055,56.20915033,2,0,1,0,0,0,36,69.30823915,70.6946157,2,150,4,0.26,0,0,,2,25,4.166666667,0.03055555556,,,,,,,,,,4,11,9,4,6,9,,,,,0,9,11,0,9,11,1,6,10,,,,,1,6,10,4,7,4,4,7,4,4,7,4,4,7,4,,,,,,,,,69348,,0,0
198310502,,2024-09-27 10:58,,5,25517,2,3,1217,0,0,0,0,,,3,2,,,,660,376,2.08,0,,59.23664122,58.53455454,0,150,4,0.26,0,0,,59.23664122,58.53455454,3,150,4,0.52,0,0,,59.23664122,58.53455454,3,150,4,0.26,0,0,,3,0,0,11.95027778,,,,,,,,,,4,11,9,4,6,9,,,,,2,16,7,2,16,7,5,6,9,,,,,5,6,9,2,16,7,2,16,7,2,16,7,2,16,7,,,,,,,,,68730,,0,0
198310874,,2024-09-27 11:03,,2,25517,1,8,1218,0,20.75471698,0,0,6,,8,8,,,,1170,752,3.9,0,35,52.85917587,53.59209337,0,90,4,0.26,0,0,,51.051736,55.25138194,2,180,4,0.52,0,0,,64.17910448,64.17910448,3,90,4,0.26,0,0,,2,12,1.5,20.21388889,,,,,,,,,,4,11,9,4,6,9,,,,,0,6,9,0,6,9,3,3,10,,,,,3,3,10,4,11,9,4,11,9,4,11,9,4,11,9,,,,,,,,,66757,,0,0
198311875,,2024-09-27 11:06,,28,25512,1,4,1219,0,0,0,0,,,1,1,3,,,60,11,0.26,0,30,49.4937042,26.6305787,0,0,1,0,0,0,,49.88179669,0,2,60,4,0.26,0,0,,43.80171711,50.62240664,2,60,4,0.26,0,0,,2,2,0.5,17.9325,,,,,,,,,,4,11,9,4,6,9,,,,,0,6,4,0,6,4,6,11,9,,,,,4,6,9,2,6,1,2,6,1,0,6,4,0,6,4,,,,,,,,,66758,,0,0
198312503,,2024-09-27 11:13,,50,25517,1,4,1220,0,0,0,0,,,2,1,2,,,270,139,1.04,0,22,56.45923865,55.84551066,0,90,4,0.26,0,0,,54.1824635,57.28034772,2,180,7,0.78,0,0,22,57.21816371,55.36723164,1,90,4,0.26,0,0,,2,1,0.25,8.331666667,,,,,,,,,,4,11,9,4,6,9,,,,,3,2,5,3,2,5,5,7,9,,,,,5,7,9,4,7,3,4,7,3,4,7,3,4,7,3,,,,,,,,,66792,,0,0
198323822,1988-01-01 0:00:00,2024-09-27 11:33,,6,25516,1,6,1221,0,0,0,0,,,3,1,3,,,360,236,1.3,0,36,68.69628171,70.46200516,0,150,7,0.52,0,0,36,69.30823915,70.6946157,2,150,7,0.52,0,0,36,69.30823915,70.6946157,2,150,7,0.52,0,0,36,2,9,1.5,20.73666667,,,,,,,,,,4,12,9,4,6,9,,,,,0,9,11,0,9,11,6,14,10,,,,,6,14,10,0,9,11,0,9,11,0,9,11,0,9,11,,,,,,,,,66856,,0,0
198328087,,2024-09-27 11:38,,6,25516,2,2,1222,0,0,0,0,,,1,1,1,,1,810,777,3.38,0,,58.7737416,60.1347993,0,810,3,3.38,0,0,,58.72651656,60.43956044,2,0,1,0,0,0,,58.82096664,59.83003815,3,810,3,3.38,0,0,,2,0,0,3.128333333,,,,,,,,,,4,12,9,4,6,9,,,,,3,4,7,3,4,7,4,9,9,,,,,4,9,9,3,13,12,3,13,12,3,13,12,3,13,12,,,,,,,,,66745,,0,0
198374534,,2024-09-27 11:54,,13,25517,1,4,1223,0,0,0,0,,,1,1,3,,,150,31,0.26,0,33,52.23446269,54.03600697,0,150,4,0.26,0,0,30,59.33305449,62.67523364,2,0,1,0,0,0,36,54.00057493,52.94378043,2,150,4,0.26,0,0,30,2,0,0,2.109166667,,,,,,,,,,4,12,9,4,7,9,,,,,1,13,3,1,13,3,4,13,9,,,,,4,13,9,5,10,6,5,10,6,5,10,6,5,10,6,,,,,,,,,66799,,0,0
198420026,,2024-09-27 12:26,,119,25511,2,1,1224,0,0,0,0,,,1,1,,,1,180,123,0.78,0,,43.80171711,50.62240664,0,180,3,0.78,0,0,,43.80171711,50.62240664,2,180,3,0.78,0,0,,43.80171711,50.62240664,2,180,3,0.78,0,0,,2,0,0,,,,,,,,,,,4,12,9,4,7,9,,,,,0,6,4,0,6,4,4,7,9,,,,,4,7,9,0,6,4,0,6,4,0,6,4,0,6,4,,,,,,,,,66747,,0,0
198420203,,2024-09-27 12:28,,147,25517,2,1,1225,0,0,0,0,,,1,1,,,,90,22,0.26,0,36,54.00057493,52.94378043,0,90,4,0.26,0,0,36,54.00057493,52.94378043,2,90,4,0.26,0,0,36,54.00057493,52.94378043,2,90,4,0.26,0,0,36,2,0,0,,,,,,,,,,,4,13,9,4,7,9,,,,,1,13,3,1,13,3,4,7,9,,,,,4,7,9,1,13,3,1,13,3,1,13,3,1,13,3,,,,,,,,,66738,,0,0
198420294,,2024-09-27 12:29,,6,25517,2,2,1226,0,0,0,0,,,1,1,1,,,150,89,0.52,0,25,60.44785986,64.47508676,0,150,4,0.52,0,0,25,62.07475308,69.12013536,2,0,1,0,0,0,,58.82096664,59.83003815,3,150,4,0.52,0,0,25,2,0,0,1.190277778,,,,,,,,,,4,13,9,4,7,9,,,,,3,4,7,3,4,7,4,8,9,,,,,4,8,9,0,12,3,0,12,3,0,12,3,0,12,3,,,,,,,,,66796,,0,0
198422855,,2024-09-27 12:42,,126,25512,1,3,1227,0,0,0,0,,,,,3,,,0,0,0,0,36,61.77006594,64.24417893,0,0,1,0,0,0,,58.72651656,60.43956044,2,0,1,0,0,0,36,69.30823915,70.6946157,2,,,,,,,,0,0,3.036111111,,,,,,,,,,4,13,9,4,7,9,,,,,0,9,11,0,9,11,4,13,9,,,,,,,,3,13,12,3,13,12,,,,,,,,,,,,,,,66740,,0,0
198423225,,2024-09-27 12:44,,27,25517,2,3,1228,0,0,0,0,,,3,3,,,,480,312,2.08,0,,59.23664122,58.53455454,0,90,4,0.26,0,0,,59.23664122,58.53455454,3,90,4,0.52,0,0,,59.23664122,58.53455454,3,90,4,0.26,0,0,,3,0,0,2.606388889,,,,,,,,,,4,13,9,4,7,9,,,,,2,16,7,2,16,7,4,13,9,,,,,4,13,9,2,16,7,2,16,7,2,16,7,2,16,7,,,,,,,,,66898,,0,0
198423337,,2024-09-27 12:40,,,25511,2,11,1229,0,71.66666667,0,0,6,,9,9,2,,2,1080,716,4.42,0,,63.48076823,66.64982007,0,90,3,0.26,0,0,,55.74346153,57.87728027,3,150,7,0.52,0,0,,58.72651656,60.43956044,2,90,3,0.26,0,0,,3,12,1.090909091,6.925277778,,,,,,,,,,4,13,9,4,7,9,,,,,3,13,12,3,13,12,3,5,10,,,,,3,5,10,5,12,7,5,12,7,5,12,7,5,12,7,,,,,,,,,66764,,0,0
198423599,1979-06-18 0:00:00,2024-09-27 12:47,1,32,981,3,7,1230,0,0,0,0,,,4,4,3,1,,1980,1838,8.84,0,,49.01321389,7.231772377,0,0,1,0,0,0,,49.88179669,0,2,0,1,0,0,0,,43.80171711,50.62240664,2,390,7,1.82,0,0,,2,3,0.4285714286,12.63583333,,,,,,,,,,4,13,9,4,9,9,,,,,0,6,4,0,6,4,0,13,9,,,,,0,12,9,2,6,1,2,6,1,2,6,1,2,6,1,,,,,,,,,73544,,0,1
198425053,,2024-09-27 12:58,,45,25516,2,3,1231,0,0,0,0,,,2,2,1,,,690,570,2.86,0,,59.23664122,58.53455454,0,210,7,0.78,0,0,,59.23664122,58.53455454,3,480,7,2.08,0,0,,59.23664122,58.53455454,3,210,7,0.78,0,0,,3,0,0,3.0125,,,,,,,,,,4,13,9,4,8,9,,,,,2,16,7,2,16,7,4,14,9,,,,,4,14,9,2,16,7,2,16,7,2,16,7,2,16,7,,,,,,,,,66826,,0,0
